TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Encoded,Channel_Encoded,CustomerAge_Binned,TransactionAmountNorm,CustomerAgeNorm,AccountBalanceNorm,Cluster
343.88,Debit,Nashville,Online,63,Retired,97,1,6486.18,1,2,Senior,0.3805610623193381,0.7258064516129032,0.42918878732840665,0
16.52,Credit,Boston,Online,25,Student,135,1,835.53,0,2,Young Adult,0.01800804049040346,0.11290322580645162,0.04935758775107987,0
162.1,Debit,Milwaukee,Branch,41,Engineer,151,1,8576.65,1,1,Adult,0.17923870067447087,0.3709677419354839,0.5697081484249911,1
36.12,Debit,Houston,Online,22,Student,234,1,1593.03,1,2,Young Adult,0.039715149568626575,0.06451612903225812,0.100276001328248,0
354.91,Debit,Boston,ATM,74,Retired,191,1,3872.55,1,0,Senior,0.3927768487036647,0.903225806451613,0.2535031196350814,2
38.41,Debit,Denver,ATM,40,Doctor,117,1,9129.68,1,0,Adult,0.04225133731296999,0.3548387096774194,0.6068822873828541,2
53.52,Debit,San Diego,Branch,49,Engineer,55,1,2227.49,1,1,Middle Age,0.05898574640337567,0.5,0.14292378572187187,1
498.59,Debit,Philadelphia,Online,57,Retired,138,1,2619.46,1,2,Middle Age,0.5519032483138226,0.6290322580645161,0.16927162805829774,0
13.3,Debit,San Antonio,ATM,23,Student,63,1,213.0,1,0,Young Adult,0.014441872570409665,0.08064516129032262,0.00751172635940401,2
189.65,Debit,Charlotte,ATM,21,Student,60,1,8457.09,1,0,Young Adult,0.20975047899615695,0.04838709677419356,0.5616714414582765,2
255.32,Debit,Baltimore,ATM,80,Retired,27,1,6290.62,1,0,Senior,0.2824803694638565,1.0,0.4160434342470192,2
230.51,Credit,Memphis,Branch,51,Engineer,56,1,9522.37,0,1,Middle Age,0.2550031563908608,0.532258064516129,0.6332785274193138,1
237.74,Debit,Tucson,ATM,61,Doctor,152,1,11795.12,1,0,Senior,0.26301042162736865,0.6935483870967742,0.7860505729077744,2
512.76,Debit,Fresno,ATM,52,Doctor,26,1,5121.36,1,0,Middle Age,0.5675966021729258,0.5483870967741935,0.33744691377277547,2
151.37,Debit,Baltimore,ATM,54,Engineer,53,1,8356.08,1,0,Middle Age,0.16735516595970895,0.5806451612903226,0.5548816474577092,2
85.01,Credit,Portland,ATM,25,Student,157,1,1299.4,0,0,Young Adult,0.09386109665201067,0.11290322580645162,0.08053847818809767,2
444.47,Debit,San Jose,Online,57,Retired,61,1,6062.94,1,2,Middle Age,0.4919650471243618,0.6290322580645161,0.40073900599190415,0
184.19,Debit,Indianapolis,ATM,67,Retired,58,1,7588.67,1,0,Senior,0.2037034986100805,0.7903225806451613,0.5032970933147989,2
879.25,Credit,Memphis,Online,24,Student,137,1,125.85,0,2,Young Adult,0.9734863167687416,0.09677419354838712,0.0016535880844862506,0
55.98,Credit,Kansas City,Branch,24,Student,87,1,7047.04,0,1,Young Adult,0.06171021009380571,0.09677419354838712,0.4668892512741367,1
54.91,Credit,Columbus,ATM,41,Engineer,275,1,7927.27,0,0,Adult,0.060525179139025165,0.3709677419354839,0.5260574561362235,2
393.74,Debit,Charlotte,Online,26,Student,90,1,1769.06,1,2,Young Adult,0.4357812898009812,0.12903225806451613,0.11210856679622015,0
58.94,Debit,Miami,Online,30,Engineer,26,1,4575.98,1,2,Young Adult,0.06498842656684349,0.19354838709677424,0.3007870003777709,0
515.57,Debit,Columbus,ATM,27,Engineer,56,1,9269.67,1,0,Young Adult,0.5707086928111813,0.14516129032258068,0.6162922790880261,2
332.15,Debit,Dallas,ATM,59,Doctor,105,1,9749.46,1,0,Middle Age,0.3675700220393607,0.6612903225806451,0.6485432964480121,2
177.94,Debit,Milwaukee,Online,19,Student,173,1,123.24,1,2,Young Adult,0.19678158882748384,0.016129032258064557,0.0014781464218639288,0
68.68,Debit,Sacramento,Online,49,Engineer,141,1,4718.51,1,2,Middle Age,0.07577553077204213,0.5,0.31036772841361754,0
240.03,Debit,Atlanta,Online,33,Engineer,31,1,7807.73,1,2,Adult,0.26554660937171204,0.24193548387096775,0.5180220935500655,0
168.34,Debit,Phoenix,ATM,64,Retired,240,1,7483.01,1,0,Senior,0.18614953540141538,0.7419354838709677,0.49619473083484694,2
474.77,Debit,Boston,Online,46,Engineer,284,1,8494.53,1,2,Middle Age,0.5255224657503903,0.4516129032258065,0.5641881218600313,0
451.7,Debit,Chicago,Online,29,Engineer,103,1,8994.67,1,2,Young Adult,0.4999723123608696,0.1774193548387097,0.5978070464362489,0
243.85,Debit,Omaha,Branch,39,Engineer,43,1,4576.78,1,1,Adult,0.2697772806308351,0.33870967741935487,0.30084077560003064,1
5.76,Debit,Houston,Branch,38,Engineer,164,1,5859.79,1,1,Adult,0.006091280608685058,0.32258064516129037,0.3870834604893276,1
435.08,Debit,San Francisco,Online,55,Engineer,78,1,2103.41,1,2,Middle Age,0.4815655698669885,0.5967741935483871,0.13458324874938998,0
127.78,Debit,Miami,ATM,20,Student,170,1,1046.66,1,0,Young Adult,0.1412291096762761,0.03225806451612906,0.06354954109569706,2
23.14,Credit,Mesa,Online,47,Doctor,93,1,10536.54,0,2,Middle Age,0.02533972733212984,0.467741935483871,0.7014500488682334,0
545.87,Debit,Miami,Branch,27,Engineer,41,1,4860.01,1,1,Young Adult,0.6042661114372099,0.14516129032258068,0.3198792208508047,1
21.21,Debit,Nashville,Online,55,Engineer,37,1,9575.42,1,2,Middle Age,0.023202241591263995,0.5967741935483871,0.6368444968454111,0
423.53,Credit,Kansas City,Branch,50,Doctor,81,1,5453.4,0,1,Middle Age,0.46877388058874986,0.5161290322580645,0.3597663197716704,1
142.1,Credit,San Francisco,Online,18,Student,109,1,1545.64,0,2,Child,0.15708858937016157,0.0,0.09709049159963812,0
114.15,Debit,Atlanta,ATM,19,Student,52,1,1612.4,1,0,Young Adult,0.12613380882238934,0.016129032258064557,0.10157803389721137,2
275.98,Credit,Washington,Online,72,Retired,67,1,6151.05,0,2,Senior,0.30536143444120806,0.8709677419354838,0.4066616745335336,0
590.68,Debit,Washington,Branch,27,Student,23,1,852.2,1,1,Young Adult,0.6538934358145149,0.14516129032258068,0.0504781289449167,1
152.42,Debit,San Jose,ATM,42,Doctor,176,1,9141.79,1,0,Adult,0.16851804680318516,0.3870967741935484,0.6076963098098106,2
395.77,Credit,El Paso,Branch,43,Doctor,118,1,6425.99,0,1,Adult,0.43802952609836854,0.4032258064516129,0.42514287404364126,1
615.16,Debit,Boston,Online,26,Student,140,1,214.61,1,2,Young Adult,0.6810051720509894,0.12903225806451613,0.007619948994201688,0
207.82,Credit,Las Vegas,Online,19,Student,30,1,229.02,0,2,Young Adult,0.22987385511612193,0.016129032258064557,0.008588575185154813,0
220.52,Debit,Seattle,ATM,57,Retired,152,1,1793.09,1,0,Middle Age,0.24393917579435836,0.6290322580645161,0.11372384003484635,2
281.47,Debit,Philadelphia,ATM,34,Engineer,142,1,4437.48,1,0,Adult,0.31144163999424096,0.25806451612903225,0.2914771650240577,2
57.91,Credit,Sacramento,Branch,58,Engineer,97,1,3641.06,0,1,Middle Age,0.06384769583467156,0.6451612903225806,0.23794258688395445,1
30.48,Credit,Seattle,Branch,32,Doctor,78,1,11481.85,0,1,Adult,0.033468818180811356,0.22580645161290325,0.764992868061148,1
453.09,Debit,San Jose,Branch,48,Doctor,97,1,6708.65,1,1,Middle Age,0.501511745096519,0.4838709677419355,0.44414300444855526,1
424.47,Debit,Oklahoma City,Online,22,Student,116,1,5491.55,1,2,Young Adult,0.46981493582005246,0.06451612903225812,0.3623307256831806,0
228.4,Debit,Omaha,ATM,67,Doctor,116,1,9598.43,1,0,Senior,0.2526663196482562,0.7903225806451613,0.6383912066756562,2
67.17,Debit,Seattle,Online,63,Doctor,48,1,14410.44,1,2,Senior,0.07410319736856677,0.7258064516129032,0.9618498407581233,0
284.89,Debit,Atlanta,Online,53,Doctor,115,1,9738.6,1,2,Middle Age,0.3152293090272778,0.5645161290322581,0.6478132978058366,0
118.69,Debit,Omaha,Online,33,Doctor,296,1,749.34,1,2,Adult,0.13116188408846755,0.24193548387096775,0.04356397974287378,0
221.33,Debit,Louisville,ATM,27,Student,276,1,1185.43,1,0,Young Adult,0.2448362553021829,0.14516129032258068,0.07287752558692295,2
252.31,Credit,Seattle,ATM,26,Student,172,1,1584.6,0,0,Young Adult,0.27914677771255797,0.12903225806451613,0.09970934492368624,2
58.85,Credit,Milwaukee,Online,71,Retired,115,1,1789.8,0,2,Senior,0.0648887510659741,0.8548387096774193,0.11350268943330327,0
194.68,Debit,Memphis,Online,32,Doctor,165,1,14494.18,1,2,Adult,0.21532123198919073,0.22580645161290325,0.967478762148159,0
433.53,Debit,Philadelphia,Branch,38,Doctor,231,1,6368.32,1,1,Adult,0.4798489362409045,0.32258064516129037,0.42126635270899404,1
178.26,Debit,Oklahoma City,ATM,59,Retired,59,1,1137.13,1,0,Middle Age,0.1971359906083528,0.6612903225806451,0.06963084654299263,2
207.65,Debit,San Francisco,Online,34,Engineer,98,1,5143.8,1,2,Adult,0.22968557917003532,0.25806451612903225,0.3389553087571605,0
237.0,Debit,Tucson,Online,49,Doctor,115,1,14021.4,1,2,Middle Age,0.2621908675091092,0.5,0.9356989501732236,0
347.63,Credit,Chicago,Online,25,Student,272,1,1400.04,0,2,Young Adult,0.38471420818889607,0.11290322580645162,0.08730340114836987,0
517.68,Debit,Omaha,ATM,31,Doctor,24,1,11305.81,1,0,Adult,0.5730455295537858,0.20967741935483875,0.7531596304028975,2
36.25,Debit,Tucson,Branch,52,Doctor,76,1,193.06,1,1,Middle Age,0.039859125292104586,0.5483870967741935,0.006171378944580601,1
46.53,Debit,San Francisco,ATM,42,Engineer,34,1,4468.12,1,0,Adult,0.05124428250251957,0.3870967741935484,0.2935367560366048,2
207.47,Debit,Miami,ATM,53,Doctor,12,1,1688.9,1,0,Middle Age,0.22948622816829653,0.5645161290322581,0.10672028952579667,2
199.7,Debit,Indianapolis,ATM,43,Engineer,285,1,7574.45,1,0,Adult,0.22088090992657236,0.4032258064516129,0.5023412387391324,2
307.89,Credit,Nashville,Online,62,Retired,90,1,2637.55,0,2,Senior,0.3407019370272335,0.7096774193548387,0.17048762027164557,0
403.63,Debit,Las Vegas,Branch,31,Engineer,167,3,3304.02,1,1,Adult,0.44673451984096213,0.20967741935483875,0.2152870857459363,1
20.06,Debit,Memphis,ATM,27,Student,144,1,445.21,1,0,Young Adult,0.021928610191266205,0.14516129032258068,0.02312065681056468,2
236.57,Debit,Sacramento,ATM,79,Retired,112,1,3488.77,1,0,Senior,0.26171464011606654,0.9838709677419355,0.22770580113653935,2
0.32,Debit,Boston,ATM,39,Engineer,136,1,7158.58,1,0,Adult,6.645033391292792e-05,0.33870967741935487,0.4743868616376975,2
14.28,Debit,Phoenix,ATM,23,Student,81,1,1597.51,1,0,Young Adult,0.015527228024320818,0.08064516129032262,0.10057714257290241,2
232.35,Credit,Atlanta,Branch,33,Engineer,153,1,4186.25,0,1,Adult,0.2570409666308573,0.24193548387096775,0.27458972866367226,1
317.53,Debit,Miami,Online,44,Engineer,104,1,6237.68,1,2,Adult,0.3513782906759106,0.4193548387096775,0.4124848589139825,0
74.67,Debit,Indianapolis,ATM,43,Engineer,283,1,3449.35,1,0,Adult,0.08240948910768275,0.4032258064516129,0.22505602705969185,2
65.01,Credit,Austin,Online,29,Doctor,67,1,10235.19,0,2,Young Adult,0.07171098534770137,0.1774193548387097,0.6811935948332768,0
0.45,Debit,Kansas City,Branch,34,Engineer,172,1,8670.23,1,1,Adult,0.0002104260573909384,0.25806451612903225,0.5759985050488212,1
364.13,Debit,Fort Worth,ATM,63,Doctor,61,1,8198.0,1,0,Senior,0.40298805001495125,0.7258064516129032,0.5442556635391894,2
340.13,Debit,Mesa,Branch,24,Student,32,3,1149.74,1,1,Young Adult,0.3764079164497801,0.09677419354838712,0.07047847848386139,1
15.81,Debit,Oklahoma City,Branch,69,Doctor,11,4,8384.85,1,1,Senior,0.01722171153910048,0.8225806451612903,0.5568155388882243,1
222.66,Debit,Detroit,Online,39,Doctor,88,1,14466.38,1,2,Adult,0.24630923770391944,0.33870967741935487,0.9656100731746338,0
638.24,Debit,Phoenix,Branch,48,Engineer,64,1,5695.78,1,1,Middle Age,0.7065664004961624,0.4838709677419355,0.3760588677358077,1
241.21,Debit,Omaha,ATM,31,Engineer,108,1,1220.86,1,0,Adult,0.2668534659386663,0.20967741935483875,0.0752590957427501,2
171.16,Debit,New York,Online,51,Retired,42,1,6126.5,1,2,Middle Age,0.189272701095323,0.532258064516129,0.40501144740043854,0
37.65,Credit,San Jose,Online,27,Student,109,1,411.78,0,2,Young Adult,0.041409633083406235,0.14516129032258068,0.02087352471038682,0
25.77,Debit,Memphis,Online,68,Retired,18,1,4331.54,1,2,Senior,0.028252466968646514,0.8064516129032258,0.2843559812163149,0
789.8,Debit,Jacksonville,ATM,40,Doctor,94,1,13948.09,1,0,Adult,0.8744199439602183,0.3548387096774194,0.9307711232433988,2
308.85,Credit,Los Angeles,Branch,20,Student,33,2,333.19,0,1,Young Adult,0.3417651423698404,0.03225806451612906,0.015590781313648019,1
806.97,Debit,Seattle,Online,25,Student,11,1,102.2,1,2,Young Adult,0.8934358145149679,0.11290322580645162,6.385807643341252e-05,0
364.81,Debit,Charlotte,Online,25,Student,53,1,1145.23,1,2,Young Adult,0.4037411537992978,0.11290322580645162,0.07017532066837225,0
490.82,Debit,Kansas City,ATM,26,Engineer,114,1,8704.27,1,0,Young Adult,0.5432979300720985,0.12903225806451613,0.5782866407559721,2
311.28,Debit,Atlanta,Branch,49,Doctor,198,1,135.96,1,1,Middle Age,0.34445638089331393,0.5,0.002333172455793406,1
85.03,Debit,San Diego,ATM,51,Retired,48,1,4597.57,1,0,Middle Age,0.09388324676331497,0.532258064516129,0.302238259188505,2
307.75,Debit,Detroit,Branch,64,Doctor,63,1,1061.58,1,1,Senior,0.34054688624810336,0.7419354838709677,0.06455244899084074,1
333.67,Debit,Fort Worth,Online,36,Engineer,68,1,9238.08,1,2,Adult,0.36925343049848824,0.29032258064516125,0.6141688299990455,0
589.89,Debit,Jacksonville,Branch,56,Engineer,213,3,9404.63,1,1,Middle Age,0.6530185064179946,0.6129032258064516,0.6253641590832401,1
372.08,Debit,Houston,Branch,66,Doctor,63,1,13330.74,1,1,Senior,0.4117927192584142,0.7741935483870968,0.8892734564158546,1
502.9,Credit,Fresno,Online,26,Student,141,1,341.24,0,2,Young Adult,0.5566765972999014,0.12903225806451613,0.016131894487636408,0
103.81,Debit,Oklahoma City,ATM,36,Doctor,34,1,7044.63,1,0,Adult,0.1146822012780614,0.29032258064516125,0.4667272534170793,2
69.43,Debit,Las Vegas,ATM,30,Engineer,162,1,9281.85,1,0,Young Adult,0.07660615994595373,0.19354838709677424,0.6171110068469303,2
110.4,Credit,San Diego,ATM,56,Doctor,62,1,8639.36,0,0,Middle Age,0.12198066295283133,0.6129032258064516,0.5739234536598745,2
275.65,Credit,Atlanta,Branch,28,Engineer,14,1,4957.57,0,1,Young Adult,0.3049959576046869,0.16129032258064518,0.326437109205377,1
336.01,Debit,Colorado Springs,Online,63,Doctor,121,4,9938.2,1,2,Senior,0.3718449935210924,0.7258064516129032,0.6612302157596357,0
251.8,Debit,Mesa,ATM,62,Doctor,102,1,11796.66,1,0,Senior,0.2785819498742981,0.7096774193548387,0.7861540902106242,2
334.07,Debit,New York,Branch,59,Engineer,200,1,7306.79,1,1,Middle Age,0.36969643272457436,0.6612903225806451,0.4843493937515881,1
52.44,Debit,Raleigh,Online,27,Student,87,1,3157.75,1,2,Young Adult,0.057789640392942966,0.14516129032258068,0.20545495854602555,0
141.37,Debit,Denver,Online,46,Engineer,77,1,1019.77,1,2,Middle Age,0.1562801103075543,0.4516129032258065,0.061742021437492356,0
211.7,Credit,Chicago,Online,50,Doctor,205,1,12272.78,0,2,Middle Age,0.23417097670915793,0.5161290322580645,0.818158413738494,0
61.4,Debit,San Jose,Branch,41,Engineer,20,2,7892.87,1,1,Adult,0.06771289025727353,0.3709677419354839,0.5237451215790557,1
308.23,Debit,Las Vegas,ATM,60,Retired,23,1,4150.63,1,0,Middle Age,0.3410784889194068,0.6774193548387097,0.27219538689255846,2
111.41,Debit,Chicago,Branch,21,Student,181,1,1204.11,1,1,Young Adult,0.12309924357369895,0.04838709677419356,0.0741331770266873,1
675.49,Debit,Charlotte,ATM,61,Retired,159,1,1893.0,1,0,Senior,0.7478209828004385,0.6935483870967742,0.12043969310480657,2
29.72,Debit,San Antonio,ATM,26,Student,38,1,1059.62,1,0,Young Adult,0.0326271139512476,0.12903225806451613,0.06442069969630443,2
301.73,Debit,Tucson,Online,67,Doctor,163,1,990.74,1,2,Senior,0.33387970274550627,0.7903225806451613,0.05979065305974293,0
294.61,Debit,Omaha,Branch,60,Retired,74,1,7375.59,1,1,Middle Age,0.32599426312117213,0.6774193548387097,0.4889740628659236,1
106.43,Credit,Phoenix,ATM,52,Engineer,164,1,9403.12,0,0,Middle Age,0.11758386585892594,0.5483870967741935,0.625262658351225,2
381.52,Debit,Seattle,Online,36,Doctor,79,1,5798.92,1,2,Adult,0.4222475717940482,0.29032258064516125,0.38299183826564154,0
5.66,Debit,Fresno,Branch,40,Engineer,33,1,5434.64,1,1,Adult,0.005980530052163512,0.3548387096774194,0.35850529080968013,1
209.09,Debit,Virginia Beach,ATM,48,Doctor,203,1,9100.81,1,0,Middle Age,0.23128038718394558,0.4838709677419355,0.6049416740495566,2
521.81,Debit,Virginia Beach,ATM,47,Engineer,34,1,4750.96,1,0,Middle Age,0.5776195275381257,0.467741935483871,0.31254898586652724,2
588.36,Debit,Charlotte,Online,33,Engineer,134,1,8434.99,1,2,Adult,0.651324022903215,0.24193548387096775,0.5601859009433519,0
146.67,Debit,Albuquerque,Online,20,Student,273,1,1569.75,1,2,Young Adult,0.16214988980319625,0.03225806451612906,0.09871114236049028,0
176.52,Credit,San Diego,Online,73,Retired,94,5,7132.08,0,2,Senior,0.1952089309248779,0.8870967741935485,0.47260555740034443,0
57.34,Debit,Atlanta,Online,27,Student,81,1,1100.64,1,2,Young Adult,0.06321641766249875,0.14516129032258068,0.06717802421767136,0
294.77,Debit,Philadelphia,Online,77,Retired,101,1,2272.17,1,2,Senior,0.32617146401160657,0.9516129032258065,0.145927131885077,0
881.32,Debit,El Paso,Online,31,Engineer,59,1,2287.93,1,2,Adult,0.9757788532887377,0.20967741935483875,0.14698650376359337,0
162.59,Debit,Indianapolis,Branch,64,Retired,19,1,7104.83,1,1,Senior,0.17978137840142647,0.7419354838709677,0.4707738388921229,1
56.15,Debit,Nashville,Branch,31,Doctor,77,1,13265.92,1,1,Adult,0.06189848603989234,0.20967741935483875,0.8849163190322612,1
524.55,Debit,El Paso,ATM,39,Doctor,175,1,8292.75,1,0,Adult,0.5806540927868161,0.33870967741935487,0.5506246664255745,2
535.4,Debit,San Diego,Branch,23,Student,110,1,651.84,1,1,Young Adult,0.5926705281694039,0.08064516129032262,0.03701012452997095,1
56.84,Debit,Raleigh,ATM,45,Engineer,185,1,7977.78,1,0,Adult,0.06266266487989101,0.435483870967742,0.5294526892316462,2
135.94,Debit,Houston,Branch,71,Retired,258,1,4710.21,1,1,Senior,0.1502663550884343,0.8548387096774193,0.309809810482673,1
47.1,Credit,Washington,Branch,42,Doctor,178,1,6308.07,0,1,Adult,0.051875560674692386,0.3870967741935484,0.41721640628255924,1
124.05,Credit,Albuquerque,Branch,61,Doctor,220,1,7009.54,0,1,Senior,0.13709811391802243,0.6935483870967742,0.4643685377307125,1
802.89,Debit,Chicago,ATM,19,Student,175,1,1973.63,1,0,Young Adult,0.8889171918088887,0.016129032258064557,0.12585956331830767,2
193.16,Debit,Charlotte,ATM,64,Retired,109,1,2304.56,1,0,Senior,0.21363782353006322,0.7419354838709677,0.1481043561963172,2
541.52,Credit,Indianapolis,Branch,48,Engineer,161,1,6087.24,0,1,Middle Age,0.5994484622285225,0.4838709677419355,0.402372428368043,1
20.17,Debit,San Antonio,ATM,77,Retired,86,1,3869.37,1,0,Senior,0.022050435803439912,0.9516129032258065,0.25328936312659894,2
35.98,Credit,Nashville,Branch,40,Doctor,133,1,11147.34,0,1,Adult,0.03956009878949641,0.3548387096774194,0.7425074310635261,1
273.24,Debit,Fresno,Branch,51,Retired,173,1,2202.21,1,1,Middle Age,0.30232686919251767,0.532258064516129,0.14122448869846488,1
663.45,Debit,Albuquerque,ATM,67,Retired,147,1,5897.29,1,0,Senior,0.7344866157952443,0.7903225806451613,0.3896041740327518,2
343.86,Debit,Charlotte,Branch,57,Engineer,70,1,3278.65,1,1,Middle Age,0.3805389122080338,0.6290322580645161,0.21358173901002508,1
69.38,Debit,Detroit,Branch,69,Doctor,280,2,12072.11,1,1,Senior,0.07655078466769294,0.8225806451612903,0.8046695714249226,1
75.43,Debit,Fresno,ATM,77,Retired,266,1,1441.86,1,0,Senior,0.08325119333724652,0.9516129032258065,0.0901145008919965,2
414.64,Debit,Mesa,Branch,32,Doctor,74,1,7253.22,1,1,Adult,0.4589281561139844,0.22580645161290325,0.48074847043102187,1
86.79,Debit,Fort Worth,Branch,33,Doctor,166,1,8795.37,1,1,Adult,0.0958324565580942,0.24193548387096775,0.5844102941907974,1
14.1,Debit,Louisville,Branch,45,Engineer,73,1,6949.21,1,1,Adult,0.015327877022582037,0.435483870967742,0.46031321378205176,1
63.33,Credit,Louisville,Branch,23,Student,124,1,792.33,0,1,Young Adult,0.06985037599813938,0.08064516129032262,0.04645372574905525,1
606.27,Debit,Louisville,Branch,29,Doctor,42,1,9668.78,1,1,Young Adult,0.6711594475762239,0.1774193548387097,0.6431200652831199,1
4.47,Debit,Baltimore,Branch,27,Student,132,1,1381.75,1,1,Young Adult,0.004662598429557108,0.14516129032258068,0.08607396512945714,1
289.01,Debit,Miami,Online,66,Retired,96,1,4226.26,1,2,Senior,0.3197922319559655,0.7741935483870968,0.2772791619669363,0
338.69,Debit,Virginia Beach,Branch,18,Student,169,1,1137.89,1,1,Child,0.37481310843586985,0.0,0.06968193300413937,1
97.73,Debit,Sacramento,Branch,69,Doctor,156,1,7885.21,1,1,Senior,0.10794856744155139,0.8225806451612903,0.5232302238259189,1
27.61,Credit,Fort Worth,ATM,54,Retired,26,1,3679.64,0,0,Middle Age,0.03029027720864297,0.5806451612903226,0.24053589697742922,2
284.17,Debit,Memphis,ATM,51,Retired,189,1,3479.56,1,0,Middle Age,0.3144319050203227,0.532258064516129,0.22708671389027438,2
